"Date","T_treatment","GPP","Ra","LA","GPP_SE","Ra_SE","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE","BMratio","SMratio","BMratio_SE","SMratio_SE","FRratio","IRratio","CRratio","BRratio","FRratio_SE","IRratio_SE","CRratio_SE","BRratio_SE","Rd.foliage.mean","Rd.stem.mean","Rd.branch.mean","Rd.fineroot.mean","Rd.intermediateroot.mean","Rd.coarseroot.mean","Rd.boleroot.mean","Treatment"
2013-09-17,"ambient",18.6621023088107,4.66979316989208,3.23186064302926,2.27693138030711,0.427516802550932,0.473543735102827,286.644949977114,42.4416483227027,230.402573014403,284.260066079969,36.8290400127944,32.2798263305688,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.238679449172882,0.761320550827118,0.0110409200489549,0.0110409200489549,0.580759933273847,0.419240066726153,0,0,0.0240194487510714,0.0240194487510714,0,0,0.00780516497267576,0.000911876326085189,0.0018483141012634,0.00550009588777051,0.00301490135756959,0.00165263122340936,0.000815335059850543,"ambient"
2013-09-17,"elevated",26.2304387226808,6.80895362228804,5.12250740276001,2.98862441009543,0.619086608484153,0.649710814824013,386.463255161415,94.355574503619,323.945940662369,501.365009265377,49.9469529569051,66.8471749068953,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.238679449172882,0.761320550827118,0.0110409200489549,0.0110409200489549,0.580759933273847,0.419240066726153,0,0,0.0240194487510714,0.0240194487510714,0,0,0.0083315561158075,0.00111842414351153,0.00177269124371492,0.00642968058494636,0.00311663260464118,0.00151071249403184,0.000953136838251037,"elevated"
2013-09-18,"ambient",17.1447392832582,5.08976840309662,3.26907197504779,2.39343027219087,0.454537830318337,0.480634377790334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237868181530918,0.762131818469082,0.011004591508949,0.011004591508949,0.578930792635922,0.418522732322016,0.00113899243292206,0.00140739365260369,0.0239659873338401,0.0239590221241307,9.9038548700179e-05,8.51113655211396e-05,0.00821713119277118,0.00102774908088188,0.00208318065116323,0.00615606819552069,0.00337447541618946,0.00184973329937322,0.000912576495584237,"ambient"
2013-09-18,"elevated",23.503641828993,7.29061061746649,5.19455632287416,1.89996613015404,0.672740093838786,0.659625498774317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237868181530918,0.762131818469082,0.011004591508949,0.011004591508949,0.578930792635922,0.418522732322016,0.00113899243292206,0.00140739365260369,0.0239659873338401,0.0239590221241307,9.9038548700179e-05,8.51113655211396e-05,0.00853428369637997,0.00122639343580064,0.0019438215077935,0.00701150585229578,0.00339865837162418,0.00164741768321124,0.00103938670531821,"elevated"
2013-09-19,"ambient",20.5321516438284,3.73965068040913,3.30646241217051,3.41062687663376,0.432844684272231,0.487859849209098,NA,NA,NA,NA,NA,NA,NA,NA,74.6360584111871,3.57644138258414,50.3428737412454,2.41235055547107,16.3504988548394,0.783489937372914,7.94268581510239,0.380600889740158,0.237056913888953,0.762943086111047,0.0109682629689431,0.0109682629689431,0.577101651997998,0.417805397917879,0.00227798486584413,0.00281478730520737,0.0239125259166087,0.0238985954971899,0.000198077097400358,0.000170222731042279,0.00635584352005571,0.000828704081303046,0.00167972936179051,0.00568714896485712,0.00311743531107755,0.00170883565364765,0.000843063836750733,"ambient"
2013-09-19,"elevated",28.4573756825983,5.82081344877563,5.26711960997201,3.0070198743469,0.596702569037391,0.669684746541854,NA,NA,NA,NA,NA,NA,NA,NA,110.291534061839,6.9594295053531,74.392899252718,4.69421467796287,24.1615331753141,1.52460012733678,11.7371016338069,0.740614700053449,0.237056913888953,0.762943086111047,0.0109682629689431,0.0109682629689431,0.577101651997998,0.417805397917879,0.00227798486584413,0.00281478730520737,0.0239125259166087,0.0238985954971899,0.000198077097400358,0.000170222731042279,0.00701909918340735,0.00105851202717,0.00167773112983754,0.00692539962941801,0.0033569204566317,0.00162718623547496,0.00102662230560299,"elevated"
2013-09-20,"ambient",18.2009078377119,3.01034522989335,3.34403188674062,3.08176302900211,0.289304370817459,0.495220794880178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236245646246989,0.763754353753011,0.0109319344289371,0.0109319344289371,0.575272511360073,0.417088063513742,0.00341697729876619,0.00422218095781106,0.0238590644993774,0.0238381688702491,0.000297115646100537,0.000255334096563419,0.0051525462330065,0.000618448169072005,0.00125355428044036,0.00441532282959018,0.00242027831235419,0.00132668602848136,0.000654528134959961,"ambient"
2013-09-20,"elevated",25.3880360141792,4.87648364415345,5.34019814263807,2.81354636666734,0.433378511445507,0.679888904007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236245646246989,0.763754353753011,0.0109319344289371,0.0109319344289371,0.575272511360073,0.417088063513742,0.00341697729876619,0.00422218095781106,0.0238590644993774,0.0238381688702491,0.000297115646100537,0.000255334096563419,0.00579473404785236,0.000798927187138184,0.00126629171698585,0.00579593596804232,0.00280944018505453,0.0013618083769247,0.000859190438825106,"elevated"
2013-09-21,"ambient",18.013924774418,3.78650211547964,3.38178033167871,2.9778516828383,0.371698619764618,0.502717821647815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235434378605025,0.764565621394975,0.0108956058889312,0.0108956058889312,0.573443370722148,0.416370729109605,0.00455596973168825,0.00562957461041475,0.023805603082146,0.0237777422433084,0.000396154194800716,0.000340445462084558,0.00599510373060933,0.000658511927859989,0.0013347609180064,0.00434597180414401,0.00238226324770207,0.0013058479063165,0.000644247528287525,"ambient"
2013-09-21,"elevated",25.9383428374209,6.12096655780555,5.41379279576087,2.73977133506388,0.52557770370958,0.690238304979787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235434378605025,0.764565621394975,0.0108956058889312,0.0108956058889312,0.573443370722148,0.416370729109605,0.00455596973168825,0.00562957461041475,0.023805603082146,0.0237777422433084,0.000396154194800716,0.000340445462084558,0.0066892560420231,0.000841126531950776,0.00133317726257584,0.00541524089752103,0.00262490743050515,0.00127236057436988,0.000802756143052473,"elevated"
