"Date","foliage","wood","root"
2013-09-17,0.676788215912675,0.219186895749863,0.104024888337462
2013-09-18,0.675649817950392,0.219128297402761,0.105221884646846
2013-09-19,0.67451141998811,0.219069699055659,0.10641888095623
2013-09-20,0.673373022025828,0.219011100708557,0.107615877265615
2013-09-21,0.672234624063545,0.218952502361455,0.108812873574999
2013-09-22,0.671096226101263,0.218893904014353,0.110009869884384
2013-09-23,0.669957828138981,0.218835305667251,0.111206866193768
2013-09-24,0.668819430176698,0.218776707320149,0.112403862503153
2013-09-25,0.667681032214416,0.218718108973047,0.113600858812537
2013-09-26,0.666542634252133,0.218659510625945,0.114797855121921
2013-09-27,0.665404236289851,0.218600912278843,0.115994851431306
2013-09-28,0.664265838327569,0.218542313931741,0.11719184774069
2013-09-29,0.663127440365286,0.218483715584639,0.118388844050075
2013-09-30,0.661989042403004,0.218425117237537,0.119585840359459
2013-10-01,0.660850644440722,0.218366518890435,0.120782836668843
2013-10-02,0.659712246478439,0.218307920543333,0.121979832978228
2013-10-03,0.658573848516157,0.218249322196231,0.123176829287612
2013-10-04,0.657435450553874,0.218190723849129,0.124373825596997
2013-10-05,0.656297052591592,0.218132125502027,0.125570821906381
2013-10-06,0.65515865462931,0.218073527154925,0.126767818215765
2013-10-07,0.654020256667027,0.218014928807823,0.12796481452515
2013-10-08,0.652881858704745,0.217956330460721,0.129161810834534
2013-10-09,0.651743460742463,0.217897732113619,0.130358807143919
2013-10-10,0.65060506278018,0.217839133766517,0.131555803453303
2013-10-11,0.649466664817898,0.217780535419415,0.132752799762688
2013-10-12,0.648328266855616,0.217721937072313,0.133949796072072
2013-10-13,0.647189868893333,0.217663338725211,0.135146792381456
2013-10-14,0.646051470931051,0.217604740378108,0.136343788690841
2013-10-15,0.644913072968768,0.217546142031006,0.137540785000225
2013-10-16,0.643774675006486,0.217487543683904,0.13873778130961
2013-10-17,0.642636277044204,0.217428945336802,0.139934777618994
2013-10-18,0.641497879081921,0.2173703469897,0.141131773928378
2013-10-19,0.640359481119639,0.217311748642598,0.142328770237763
2013-10-20,0.639221083157356,0.217253150295496,0.143525766547147
2013-10-21,0.638082685195074,0.217194551948394,0.144722762856532
2013-10-22,0.636944287232792,0.217135953601292,0.145919759165916
2013-10-23,0.635805889270509,0.21707735525419,0.1471167554753
2013-10-24,0.634667491308227,0.217018756907088,0.148313751784685
2013-10-25,0.633529093345945,0.216960158559986,0.149510748094069
2013-10-26,0.632390695383662,0.216901560212884,0.150707744403454
2013-10-27,0.63125229742138,0.216842961865782,0.151904740712838
2013-10-28,0.630113899459098,0.21678436351868,0.153101737022223
2013-10-29,0.628975501496815,0.216725765171578,0.154298733331607
2013-10-30,0.627837103534533,0.216667166824476,0.155495729640991
2013-10-31,0.62669870557225,0.216608568477374,0.156692725950376
2013-11-01,0.625560307609968,0.216549970130272,0.15788972225976
2013-11-02,0.624421909647686,0.21649137178317,0.159086718569145
2013-11-03,0.623283511685403,0.216432773436068,0.160283714878529
2013-11-04,0.622145113723121,0.216374175088966,0.161480711187913
2013-11-05,0.621006715760839,0.216315576741864,0.162677707497298
2013-11-06,0.619868317798556,0.216256978394762,0.163874703806682
2013-11-07,0.618729919836274,0.21619838004766,0.165071700116067
2013-11-08,0.617591521873991,0.216139781700558,0.166268696425451
2013-11-09,0.616453123911709,0.216081183353455,0.167465692734835
2013-11-10,0.615314725949427,0.216022585006353,0.16866268904422
2013-11-11,0.614176327987144,0.215963986659251,0.169859685353604
2013-11-12,0.613037930024862,0.215905388312149,0.171056681662989
2013-11-13,0.61189953206258,0.215846789965047,0.172253677972373
2013-11-14,0.610761134100297,0.215788191617945,0.173450674281757
2013-11-15,0.609622736138015,0.215729593270843,0.174647670591142
2013-11-16,0.608484338175732,0.215670994923741,0.175844666900526
2013-11-17,0.60734594021345,0.215612396576639,0.177041663209911
2013-11-18,0.606207542251168,0.215553798229537,0.178238659519295
2013-11-19,0.605069144288885,0.215495199882435,0.17943565582868
2013-11-20,0.603930746326603,0.215436601535333,0.180632652138064
2013-11-21,0.602792348364321,0.215378003188231,0.181829648447448
2013-11-22,0.601653950402038,0.215319404841129,0.183026644756833
2013-11-23,0.600515552439756,0.215260806494027,0.184223641066217
2013-11-24,0.599377154477474,0.215202208146925,0.185420637375602
2013-11-25,0.598238756515191,0.215143609799823,0.186617633684986
2013-11-26,0.597100358552909,0.215085011452721,0.18781462999437
2013-11-27,0.595961960590626,0.215026413105619,0.189011626303755
2013-11-28,0.594823562628344,0.214967814758517,0.190208622613139
2013-11-29,0.593685164666062,0.214909216411415,0.191405618922524
2013-11-30,0.592546766703779,0.214850618064313,0.192602615231908
2013-12-01,0.591408368741497,0.214792019717211,0.193799611541292
2013-12-02,0.590269970779215,0.214733421370109,0.194996607850677
2013-12-03,0.589131572816932,0.214674823023007,0.196193604160061
2013-12-04,0.58799317485465,0.214616224675905,0.197390600469446
2013-12-05,0.586854776892367,0.214557626328802,0.19858759677883
2013-12-06,0.585716378930085,0.2144990279817,0.199784593088215
2013-12-07,0.584577980967803,0.214440429634598,0.200981589397599
2013-12-08,0.58343958300552,0.214381831287496,0.202178585706983
2013-12-09,0.582301185043238,0.214323232940394,0.203375582016368
2013-12-10,0.581162787080955,0.214264634593292,0.204572578325752
2013-12-11,0.580024389118673,0.21420603624619,0.205769574635137
2013-12-12,0.578885991156391,0.214147437899088,0.206966570944521
2013-12-13,0.577747593194108,0.214088839551986,0.208163567253905
2013-12-14,0.576609195231826,0.214030241204884,0.20936056356329
2013-12-15,0.575470797269544,0.213971642857782,0.210557559872674
2013-12-16,0.574332399307261,0.21391304451068,0.211754556182059
2013-12-17,0.573194001344979,0.213854446163578,0.212951552491443
2013-12-18,0.572055603382697,0.213795847816476,0.214148548800827
2013-12-19,0.570917205420414,0.213737249469374,0.215345545110212
2013-12-20,0.569778807458132,0.213678651122272,0.216542541419596
2013-12-21,0.568640409495849,0.21362005277517,0.217739537728981
2013-12-22,0.567502011533567,0.213561454428068,0.218936534038365
2013-12-23,0.566363613571285,0.213502856080966,0.22013353034775
2013-12-24,0.565225215609002,0.213444257733864,0.221330526657134
2013-12-25,0.56408681764672,0.213385659386762,0.222527522966518
2013-12-26,0.562948419684438,0.21332706103966,0.223724519275903
2013-12-27,0.561810021722155,0.213268462692558,0.224921515585287
2013-12-28,0.560671623759873,0.213209864345456,0.226118511894672
2013-12-29,0.55953322579759,0.213151265998354,0.227315508204056
2013-12-30,0.558394827835308,0.213092667651252,0.22851250451344
2013-12-31,0.557256429873026,0.21303406930415,0.229709500822825
2014-01-01,0.556118031910743,0.212975470957047,0.230906497132209
2014-01-02,0.554979633948461,0.212916872609945,0.232103493441594
2014-01-03,0.553841235986179,0.212858274262843,0.233300489750978
2014-01-04,0.552702838023896,0.212799675915741,0.234497486060362
2014-01-05,0.551564440061614,0.212741077568639,0.235694482369747
2014-01-06,0.550426042099331,0.212682479221537,0.236891478679131
2014-01-07,0.549287644137049,0.212623880874435,0.238088474988516
2014-01-08,0.548149246174767,0.212565282527333,0.2392854712979
2014-01-09,0.547010848212484,0.212506684180231,0.240482467607284
